responses,correct,direction,categories,match,rot1,rot2,known,trial,block,threshold
-1,1,0,0,0,0,-0.3927,0,7,2,37.176
1,1,3,0,1,2.3562,2.3562,0,8,2,37.176
-1,1,4,0,0,3.1416,2.3562,0,9,2,37.176
1,1,6,0,1,4.7124,4.7124,0,10,2,37.176
-1,1,7,0,0,5.4978,4.3197,0,11,2,37.176
-1,1,5,0,0,3.927,3.5343,0,12,2,37.176
1,1,2,0,1,1.5708,1.5708,0,13,2,37.176
1,1,1,0,1,0.7854,0.7854,0,14,2,37.176
-1,1,0,0,0,0,0.3927,0,15,2,37.176
-1,1,6,0,0,4.7124,5.8905,0,16,2,37.176
1,1,0,0,1,0,0,0,17,2,37.176
1,1,7,0,1,5.4978,5.4978,0,18,2,37.176
-1,1,4,0,0,3.1416,2.7489,0,19,2,37.176
1,0,2,0,0,1.5708,0.3927,0,20,2,37.176
1,1,1,0,1,0.7854,0.7854,0,21,2,37.176
1,1,5,0,1,3.927,3.927,0,22,2,37.176
-1,1,3,0,0,2.3562,1.5708,0,23,2,37.176
-1,1,0,0,0,0,0.7854,0,24,2,37.176
1,1,2,0,1,1.5708,1.5708,1,0,0,37.176
-1,1,6,0,0,4.7124,3.927,1,1,0,37.176
1,1,3,0,1,2.3562,2.3562,1,2,0,37.176
-1,1,4,0,0,3.1416,1.9635,1,3,0,37.176
-1,1,1,0,0,0.7854,0.3927,1,4,0,37.176
1,1,0,0,1,0,0,1,5,0,37.176
1,1,7,0,1,5.4978,5.4978,1,6,0,37.176
-1,1,5,0,0,3.927,4.7124,1,7,0,37.176
1,1,1,0,1,0.7854,0.7854,1,8,0,37.176
-1,1,6,0,0,4.7124,5.8905,1,9,0,37.176
1,1,0,0,1,0,0,1,10,0,37.176
1,0,5,0,0,3.927,3.5343,1,11,0,37.176
-1,1,7,0,0,5.4978,5.8905,1,12,0,37.176
1,1,3,0,1,2.3562,2.3562,1,13,0,37.176
-1,1,4,0,0,3.1416,3.927,1,14,0,37.176
1,1,2,0,1,1.5708,1.5708,1,15,0,37.176
1,1,4,0,1,3.1416,3.1416,1,16,0,37.176
-1,1,1,0,0,0.7854,0,1,17,0,37.176
-1,1,2,0,0,1.5708,1.1781,1,18,0,37.176
1,1,7,0,1,5.4978,5.4978,1,19,0,37.176
1,1,5,0,1,3.927,3.927,1,20,0,37.176
-1,1,6,0,0,4.7124,3.5343,1,21,0,37.176
-1,1,3,0,0,2.3562,1.5708,1,22,0,37.176
1,1,0,0,1,0,0,1,23,0,37.176
1,1,5,0,1,3.927,3.927,1,24,0,37.176
