responses,correct,direction,categories,match,rot1,rot2,known,trial,block,threshold
1,1,3,0,1,2.3562,2.3562,0,22,2,72.416
-1,1,4,0,0,3.1416,2.3562,0,23,2,72.416
1,1,6,0,1,4.7124,4.7124,0,24,2,72.416
1,1,1,0,1,0.7854,0.7854,1,0,0,72.416
-1,1,4,0,0,3.1416,3.5343,1,1,0,72.416
1,1,3,0,1,2.3562,2.3562,1,2,0,72.416
-1,1,6,0,0,4.7124,3.927,1,3,0,72.416
-1,1,5,0,0,3.927,4.7124,1,4,0,72.416
1,1,2,0,1,1.5708,1.5708,1,5,0,72.416
1,1,0,0,1,0,0,1,6,0,72.416
-1,1,7,0,0,5.4978,4.3197,1,7,0,72.416
1,1,5,0,1,3.927,3.927,1,8,0,72.416
-1,1,4,0,0,3.1416,2.7489,1,9,0,72.416
-1,1,7,0,0,5.4978,4.7124,1,10,0,72.416
1,1,2,0,1,1.5708,1.5708,1,11,0,72.416
1,1,0,0,1,0,0,1,12,0,72.416
-1,1,6,0,0,4.7124,3.5343,1,13,0,72.416
1,1,1,0,1,0.7854,0.7854,1,14,0,72.416
-1,1,3,0,0,2.3562,1.5708,1,15,0,72.416
-1,1,2,0,0,1.5708,2.7489,1,16,0,72.416
1,1,4,0,1,3.1416,3.1416,1,17,0,72.416
-1,1,1,0,0,0.7854,1.9635,1,18,0,72.416
1,1,6,0,1,4.7124,4.7124,1,19,0,72.416
-1,1,3,0,0,2.3562,3.1416,1,20,0,72.416
1,1,0,0,1,0,0,1,21,0,72.416
1,1,7,0,1,5.4978,5.4978,1,22,0,72.416
-1,1,5,0,0,3.927,3.5343,1,23,0,72.416
1,1,1,0,1,0.7854,0.7854,1,24,0,72.416
