responses,correct,direction,categories,match,rot1,rot2,known,trial,block,threshold
1,0,0,0,0,0,0.7854,0,0,0,161.08
1,1,4,0,1,3.1416,3.1416,0,1,0,161.08
1,1,6,0,1,4.7124,4.7124,0,2,0,161.08
1,0,1,0,0,0.7854,1.9635,0,3,0,161.08
-1,0,7,0,1,5.4978,5.4978,0,4,0,161.08
1,0,2,0,0,1.5708,1.9635,0,5,0,161.08
-1,1,3,0,0,2.3562,1.9635,0,6,0,161.08
1,1,5,0,1,3.927,3.927,0,7,0,161.08
1,1,4,0,1,3.1416,3.1416,0,8,0,161.08
-1,1,1,0,0,0.7854,1.5708,0,9,0,161.08
-1,1,0,0,0,0,-1.1781,0,10,0,161.08
1,1,7,0,1,5.4978,5.4978,0,11,0,161.08
1,0,5,0,0,3.927,2.7489,0,12,0,161.08
1,1,6,0,1,4.7124,4.7124,0,13,0,161.08
-1,0,2,0,1,1.5708,1.5708,0,14,0,161.08
1,0,3,0,0,2.3562,1.9635,0,15,0,161.08
1,0,3,0,0,2.3562,3.5343,0,16,0,161.08
1,1,5,0,1,3.927,3.927,0,17,0,161.08
-1,1,7,0,0,5.4978,6.6759,0,18,0,161.08
-1,0,0,0,1,0,0,0,19,0,161.08
1,1,6,0,1,4.7124,4.7124,0,20,0,161.08
1,0,4,0,0,3.1416,2.7489,0,21,0,161.08
1,0,1,0,0,0.7854,0,0,22,0,161.08
-1,0,2,0,1,1.5708,1.5708,0,23,0,161.08
1,1,6,0,1,4.7124,4.7124,0,24,0,161.08
1,0,6,0,0,4.7124,5.1051,0,0,1,161.08
1,1,5,0,1,3.927,3.927,0,1,1,161.08
1,0,0,0,0,0,-1.1781,0,2,1,161.08
-1,0,3,0,1,2.3562,2.3562,0,3,1,161.08
-1,0,1,0,1,0.7854,0.7854,0,4,1,161.08
-1,1,4,0,0,3.1416,2.3562,0,5,1,161.08
1,1,7,0,1,5.4978,5.4978,0,6,1,161.08
-1,1,2,0,0,1.5708,1.1781,0,7,1,161.08
1,0,6,0,0,4.7124,5.1051,0,8,1,161.08
-1,0,3,0,1,2.3562,2.3562,0,9,1,161.08
1,0,5,0,0,3.927,3.1416,0,10,1,161.08
1,1,0,0,1,0,0,0,11,1,161.08
1,1,2,0,1,1.5708,1.5708,0,12,1,161.08
-1,1,4,0,0,3.1416,2.7489,0,13,1,161.08
1,0,1,0,0,0.7854,1.5708,0,14,1,161.08
1,1,7,0,1,5.4978,5.4978,0,15,1,161.08
1,0,3,0,0,2.3562,2.7489,0,16,1,161.08
1,1,4,0,1,3.1416,3.1416,0,17,1,161.08
1,0,1,0,0,0.7854,-0.3927,0,18,1,161.08
1,1,2,0,1,1.5708,1.5708,0,19,1,161.08
-1,1,7,0,0,5.4978,5.1051,0,20,1,161.08
1,1,5,0,1,3.927,3.927,0,21,1,161.08
1,0,6,0,0,4.7124,5.4978,0,22,1,161.08
1,1,0,0,1,0,0,0,23,1,161.08
-1,1,0,0,0,0,-0.7854,0,24,1,161.08
-1,0,0,0,1,0,0,0,0,2,161.08
1,0,2,0,0,1.5708,1.9635,0,1,2,161.08
1,0,7,0,0,5.4978,5.1051,0,2,2,161.08
1,1,5,0,1,3.927,3.927,0,3,2,161.08
1,0,6,0,0,4.7124,5.4978,0,4,2,161.08
1,1,4,0,1,3.1416,3.1416,0,5,2,161.08
1,0,3,0,0,2.3562,2.7489,0,6,2,161.08
1,1,1,0,1,0.7854,0.7854,0,7,2,161.08
-1,1,5,0,0,3.927,4.7124,0,8,2,161.08
1,1,6,0,1,4.7124,4.7124,0,9,2,161.08
-1,1,1,0,0,0.7854,1.9635,0,10,2,161.08
1,1,2,0,1,1.5708,1.5708,0,11,2,161.08
1,1,3,0,1,2.3562,2.3562,0,12,2,161.08
-1,1,4,0,0,3.1416,1.9635,0,13,2,161.08
-1,0,7,0,1,5.4978,5.4978,0,14,2,161.08
1,0,0,0,0,0,-0.3927,0,15,2,161.08
-1,1,6,0,0,4.7124,3.927,0,16,2,161.08
1,1,7,0,1,5.4978,5.4978,0,17,2,161.08
1,1,0,0,1,0,0,0,18,2,161.08
1,0,3,0,0,2.3562,1.1781,0,19,2,161.08
-1,0,2,0,1,1.5708,1.5708,0,20,2,161.08
1,0,4,0,0,3.1416,3.927,0,21,2,161.08
-1,1,5,0,0,3.927,5.1051,0,22,2,161.08
1,1,1,0,1,0.7854,0.7854,0,23,2,161.08
-1,1,4,0,0,3.1416,1.9635,0,24,2,161.08
-1,1,6,0,0,4.7124,3.5343,1,0,0,161.08
1,1,0,0,1,0,0,1,1,0,161.08
1,1,5,0,1,3.927,3.927,1,2,0,161.08
-1,1,7,0,0,5.4978,5.1051,1,3,0,161.08
1,0,2,0,0,1.5708,2.7489,1,4,0,161.08
1,1,4,0,1,3.1416,3.1416,1,5,0,161.08
-1,1,1,0,0,0.7854,1.5708,1,6,0,161.08
1,1,3,0,1,2.3562,2.3562,1,7,0,161.08
1,1,0,0,1,0,0,1,8,0,161.08
-1,1,2,0,0,1.5708,0.7854,1,9,0,161.08
1,1,6,0,1,4.7124,4.7124,1,10,0,161.08
-1,1,4,0,0,3.1416,2.7489,1,11,0,161.08
1,1,1,0,1,0.7854,0.7854,1,12,0,161.08
-1,1,7,0,0,5.4978,6.6759,1,13,0,161.08
-1,1,3,0,0,2.3562,3.1416,1,14,0,161.08
1,1,5,0,1,3.927,3.927,1,15,0,161.08
1,1,1,0,1,0.7854,0.7854,1,16,0,161.08
1,0,7,0,0,5.4978,5.8905,1,17,0,161.08
-1,1,5,0,0,3.927,3.1416,1,18,0,161.08
1,1,6,0,1,4.7124,4.7124,1,19,0,161.08
1,1,2,0,1,1.5708,1.5708,1,20,0,161.08
-1,1,0,0,0,0,0.3927,1,21,0,161.08
-1,1,4,0,0,3.1416,3.927,1,22,0,161.08
1,1,3,0,1,2.3562,2.3562,1,23,0,161.08
1,1,1,0,1,0.7854,0.7854,1,24,0,161.08
