responses,correct,direction,categories,match,rot1,rot2,known,trial,block,threshold
-1,1,2,0,0,1.5708,0.7854,0,22,2,3.7437e+14
1,1,0,0,1,0,0,0,23,2,3.7437e+14
-1,1,2,0,0,1.5708,1.9635,0,24,2,3.7437e+14
-1,1,5,0,0,3.927,4.7124,1,0,0,3.7437e+14
1,1,0,0,1,0,0,1,1,0,3.7437e+14
-1,1,2,0,0,1.5708,1.9635,1,2,0,3.7437e+14
-1,0,3,0,1,2.3562,2.3562,1,3,0,3.7437e+14
1,1,1,0,1,0.7854,0.7854,1,4,0,3.7437e+14
1,0,7,0,0,5.4978,5.1051,1,5,0,3.7437e+14
-1,1,4,0,0,3.1416,2.7489,1,6,0,3.7437e+14
1,1,6,0,1,4.7124,4.7124,1,7,0,3.7437e+14
-1,1,5,0,0,3.927,4.7124,1,8,0,3.7437e+14
1,1,1,0,1,0.7854,0.7854,1,9,0,3.7437e+14
-1,1,2,0,0,1.5708,0.3927,1,10,0,3.7437e+14
1,1,4,0,1,3.1416,3.1416,1,11,0,3.7437e+14
-1,1,6,0,0,4.7124,4.3197,1,12,0,3.7437e+14
1,1,3,0,1,2.3562,2.3562,1,13,0,3.7437e+14
1,1,0,0,1,0,0,1,14,0,3.7437e+14
-1,1,7,0,0,5.4978,6.6759,1,15,0,3.7437e+14
-1,1,1,0,0,0.7854,-0.3927,1,16,0,3.7437e+14
1,1,2,0,1,1.5708,1.5708,1,17,0,3.7437e+14
-1,1,4,0,0,3.1416,2.7489,1,18,0,3.7437e+14
1,1,3,0,1,2.3562,2.3562,1,19,0,3.7437e+14
1,1,7,0,1,5.4978,5.4978,1,20,0,3.7437e+14
-1,1,0,0,0,0,1.1781,1,21,0,3.7437e+14
1,1,6,0,1,4.7124,4.7124,1,22,0,3.7437e+14
-1,1,5,0,0,3.927,4.3197,1,23,0,3.7437e+14
-1,1,1,0,0,0.7854,1.1781,1,24,0,3.7437e+14
