responses,correct,direction,categories,match,rot1,rot2,known,trial,block,threshold
-1,1,0,0,0,0,-1.1781,0,2,2,190.34
1,1,5,0,1,3.927,3.927,0,3,2,190.34
1,1,3,0,1,2.3562,2.3562,0,4,2,190.34
1,0,6,0,0,4.7124,5.8905,0,5,2,190.34
-1,1,1,0,0,0.7854,0,0,6,2,190.34
1,1,2,0,1,1.5708,1.5708,0,7,2,190.34
1,1,6,0,1,4.7124,4.7124,0,8,2,190.34
1,0,4,0,0,3.1416,3.927,0,9,2,190.34
-1,1,1,0,0,0.7854,1.9635,0,10,2,190.34
1,1,5,0,1,3.927,3.927,0,11,2,190.34
1,1,3,0,1,2.3562,2.3562,0,12,2,190.34
1,0,2,0,0,1.5708,2.3562,0,13,2,190.34
-1,1,7,0,0,5.4978,4.7124,0,14,2,190.34
1,1,0,0,1,0,0,0,15,2,190.34
1,0,3,0,0,2.3562,2.7489,0,16,2,190.34
1,1,0,0,1,0,0,0,17,2,190.34
1,1,5,0,1,3.927,3.927,0,18,2,190.34
1,0,1,0,0,0.7854,1.5708,0,19,2,190.34
-1,1,4,0,0,3.1416,2.3562,0,20,2,190.34
1,1,7,0,1,5.4978,5.4978,0,21,2,190.34
1,1,6,0,1,4.7124,4.7124,0,22,2,190.34
1,0,2,0,0,1.5708,2.7489,0,23,2,190.34
1,1,3,0,1,2.3562,2.3562,0,24,2,190.34
1,1,2,0,1,1.5708,1.5708,1,0,0,190.34
-1,1,6,0,0,4.7124,3.5343,1,1,0,190.34
1,1,4,0,1,3.1416,3.1416,1,2,0,190.34
-1,1,1,0,0,0.7854,0,1,3,0,190.34
1,1,3,0,1,2.3562,2.3562,1,4,0,190.34
-1,1,5,0,0,3.927,4.7124,1,5,0,190.34
-1,1,7,0,0,5.4978,6.6759,1,6,0,190.34
1,1,0,0,1,0,0,1,7,0,190.34
-1,1,6,0,0,4.7124,5.1051,1,8,0,190.34
1,1,1,0,1,0.7854,0.7854,1,9,0,190.34
-1,1,4,0,0,3.1416,1.9635,1,10,0,190.34
1,1,5,0,1,3.927,3.927,1,11,0,190.34
1,1,0,0,1,0,0,1,12,0,190.34
-1,1,2,0,0,1.5708,2.7489,1,13,0,190.34
1,1,3,0,1,2.3562,2.3562,1,14,0,190.34
-1,1,7,0,0,5.4978,6.2832,1,15,0,190.34
-1,1,3,0,0,2.3562,1.5708,1,16,0,190.34
1,1,2,0,1,1.5708,1.5708,1,17,0,190.34
1,0,5,0,0,3.927,3.5343,1,18,0,190.34
1,1,4,0,1,3.1416,3.1416,1,19,0,190.34
-1,1,0,0,0,0,-0.7854,1,20,0,190.34
1,1,7,0,1,5.4978,5.4978,1,21,0,190.34
-1,1,6,0,0,4.7124,3.5343,1,22,0,190.34
1,1,1,0,1,0.7854,0.7854,1,23,0,190.34
1,1,2,0,1,1.5708,1.5708,1,24,0,190.34
